Order_ID,Phone_Number,Payment_Method,Transaction_Status
843ac741-1681-4d51-881d-b1a06ed2ff5b,+1-669-525-5299x6612,PayPal,pending
fc9e715b-771f-4cb3-8e61-86595a70aca7,001-645-877-1947,Debit Card,pending
8872beab-e3e8-439f-9fa8-7a873b6ac508,286-775-5621x22312,Debit Card,completed
d6ca0806-bbd5-4a06-96da-c8f31af1710a,999-581-5944x0512,Credit Card,completed
dd9a8ff8-248c-41b2-9813-ceb12dab39c0,5285178338,PayPal,completed
e5905d13-79b5-4f63-b393-d2b9c9fe00ab,632-326-4007x052,PayPal,completed
134b0d13-493d-45c6-8cb6-69b35eccd5f9,(333)962-7170x5916,Credit Card,completed
fb0f1d22-c912-4729-ba6b-b3a7540968c8,876-535-1490,Debit Card,completed
da8b327a-e0e6-4b88-9449-1817d53c9b0b,7132751940,Credit Card,pending
9a4534b4-47fa-4999-896c-466937f5a725,(835)593-8456x04771,Credit Card,completed
ad10190e-8db8-49b9-83c4-9ddbb69df4f4,998-744-8351x681,Credit Card,pending
4aafeef8-ba97-4566-b0ca-c4796c81545b,481.498.7214x55161,PayPal,pending
e5f1dd52-a8c9-49a9-a1cc-97dcfd629643,(314)328-6351,Credit Card,completed
4d247ac7-6546-4cd0-beb3-d1735fc4744b,555.860.6160,Credit Card,completed
a0501220-d18b-4149-bed8-eeac1160b083,5239706214,Debit Card,pending
90976b02-c737-4096-8484-ee5219306124,968.867.1247,Credit Card,completed
5943fde3-90c7-4d4e-8967-9632d47e0154,506-983-1659x2916,Credit Card,completed
7388dc0b-2b70-4ce4-a167-33b908380073,+1-631-731-0670x43851,Credit Card,pending
b9eb56cc-e54e-43c5-b200-b108d9346d8c,435.800.5201x05526,PayPal,completed
f79fc065-d1bb-43b5-9bf7-1932e6e9287a,(842)612-4022x185,Credit Card,completed
a2c814b2-9473-404b-a257-3cf0b003c773,+1-212-438-5269,Debit Card,pending
a00f6b89-d8fc-4214-98ca-63565ee694a0,849-582-4097,PayPal,pending
09f21447-6c84-460d-bebd-63e52ac1f4f0,564-283-0433,Credit Card,pending
7a2636d4-a077-46df-abab-91ea9392d863,7372003140,Credit Card,completed
1e9e118d-7e63-43e6-91a6-cb6fc3f39c15,6392965297,PayPal,completed
a18265b5-c2c8-4fcf-9b3a-74e8d47b8145,681-539-7141x05176,Credit Card,pending
ff67d50b-232e-47ac-98db-e887a40083b5,+1-556-632-8481x27723,PayPal,completed
39e23a58-149d-4306-b397-1856f0bb8057,+1-573-535-2877x4516,Debit Card,completed
46c7d660-cd7f-4810-9c7e-9d43a4b627f4,459-636-3474,Debit Card,completed
8fcf5287-f65d-43f8-8315-227f9ce0116f,916-552-3686,Debit Card,completed
26a9eb71-fcc0-4749-ab53-cf589318f902,001-830-864-8433,Debit Card,completed
4c7544b4-5843-44ad-91af-630caf68380a,657-324-0843x5489,Debit Card,pending
2185e7d4-c67f-4f9c-acd8-5aae1731019b,+1-469-416-4879,Credit Card,pending
a8cd9bbd-53b6-462c-b38e-905c9b0a2f84,+1-843-975-4483x30753,Credit Card,completed
ca8995cd-cd25-43dc-bd2c-abd248cbf455,2595468167,Debit Card,completed
8c036a14-24fe-48a3-8d3b-ac4e84a5d090,(582)364-5206,PayPal,pending
57e617a5-4374-4101-a3f4-943ced292022,634-994-8112,PayPal,pending
2afe6994-b854-4c52-951b-8bd60d239ac5,001-559-428-2679x007,PayPal,pending
d92511a4-4398-4a56-9936-46945cb847e6,001-528-938-2821,Credit Card,pending
0051dabb-411c-4dd2-99fe-bbc376d2c584,(853)355-4811x018,Credit Card,pending
ccecccdd-89cb-4770-b949-24cccb804c4e,335-302-3166,Debit Card,completed
ae1dbae7-1448-486b-b9f1-01c8e494b8b0,6289001483,Debit Card,completed
cabe9608-d32d-4731-aba6-56cff0cc5f43,001-941-721-4426,Credit Card,completed
84cd7588-3d3e-4572-a131-22924bec6a5a,476.667.8661x382,Credit Card,completed
0476a96f-4a12-4e2e-b8d5-4c61fc63dd87,6442218210,Credit Card,completed
fd119688-d5ab-404e-a08b-00cbf3b24191,+1-687-516-2944,PayPal,pending
238c3322-e5ff-44a8-ad66-d0bb872a790b,8159170081,Credit Card,pending
a014ad92-7148-4c8d-8c38-e5fb874c14af,382-534-7957,Debit Card,completed
424135ec-0c99-4531-a495-9216fed4bbad,(795)953-2202x55979,Credit Card,pending
0d1fc6a7-69fb-4e27-9b40-28db944efa81,471.508.4578,Credit Card,pending
87f63deb-015e-478a-b459-7876d12064e3,001-414-555-4598x789,PayPal,completed
eeb1c6a6-4477-497f-8473-c6519194bb11,+1-351-773-9279,Credit Card,pending
522e1b1e-5f9f-44ea-8ed4-8f8b1c8a1b3e,+1-300-782-8510x7825,Debit Card,completed
67690213-bb1a-48ba-80f2-5b466beec8a6,3297534983,Debit Card,pending
0e78cf39-604a-4f1d-bbfb-79aacadccd5f,797.277.7518x11555,Debit Card,pending
40e0a9f8-663e-4421-b456-6891d67ec318,+1-208-864-0099x5589,Credit Card,completed
545d384c-29c8-4904-8008-c5d5b5bae658,3602310593,PayPal,completed
acba4b9f-1011-41d4-8e3f-66e2f3f5df65,448-419-4470,Credit Card,completed
3ac6bbb0-c301-4e84-bdfc-a77609cea72d,293.449.7598x239,Debit Card,completed
4823630d-1bf4-43f0-a1af-55a555ae21d3,8223383622,Debit Card,completed
d7242eca-61c4-4fcb-97e6-11347e2a8a2f,808-655-0924,PayPal,completed
bb17468a-7648-4974-b3d6-9f9f1a78cb39,922.207.8157x85481,PayPal,pending
184827be-c3bd-40a1-a2bb-8b085d58ddc0,908.901.4896x12666,PayPal,completed
2dac83f2-fddb-4761-b211-ea716feee91c,(718)789-6289,PayPal,pending
08341169-2d82-41d4-8273-fda624f99042,366-506-0469x728,PayPal,pending
476f789e-727f-4aad-9395-3d66aec6261a,8483263716,Credit Card,pending
